"","GeoUID","Region Name","PR_UID","province_name","vector","label","cd_value","province_value","diff_from_province","ratio_to_province"
"1","3518","Durham (RM)","35","Ontario","v_CA21_1142","Gini index on adjusted household after-tax income",0.266,0.308,-0.042,0.863636363636364
"2","3518","Durham (RM)","35","Ontario","v_CA21_4410","Immigrants",0.267521004545246,0.295739746407852,-0.0282187418626065,0.904582518226379
"3","3518","Durham (RM)","35","Ontario","v_CA21_4875","Total visible minority population",0.360556505670079,0.338679671219132,0.0218768344509476,1.06459447173844
"4","3518","Durham (RM)","35","Ontario","v_CA21_4878","South Asian",0.132447718194757,0.106531297723233,0.0259164204715238,1.24327517851941
"5","3518","Durham (RM)","35","Ontario","v_CA21_4881","Chinese",0.0233431660621643,0.0576665034207817,-0.0343233373586174,0.404795933123144
"6","3518","Durham (RM)","35","Ontario","v_CA21_4884","Black",0.094742837794408,0.0540454959672923,0.0406973418271156,1.75302004540295
"7","3518","Durham (RM)","35","Ontario","v_CA21_4887","Filipino",0.0287951655112254,0.0255660491304028,0.00322911638082257,1.12630486487576
"8","3518","Durham (RM)","35","Ontario","v_CA21_4890","Arab",0.0106242252421836,0.0199814509929807,-0.00935722575079716,0.531704391533715
"9","3518","Durham (RM)","35","Ontario","v_CA21_4893","Latin American",0.0116285409301685,0.01751905343821,-0.00589051250804153,0.663765366729575
"10","3518","Durham (RM)","35","Ontario","v_CA21_4896","Southeast Asian",0.00472745741701483,0.0118001746632544,-0.00707271724623956,0.400626054437658
"11","3518","Durham (RM)","35","Ontario","v_CA21_4899","West Asian",0.0157247142004499,0.0149174539659962,0.000807260234453726,1.05411514835533
"12","3518","Durham (RM)","35","Ontario","v_CA21_1189","Non-official languages",0.179851418667646,0.266299946948603,-0.0864485282809565,0.675371590300611
"13","3518","Durham (RM)","35","Ontario","v_CA21_1192","Indigenous languages (33)",3.58684174280336e-05,0.0010176503813078,-0.000981781963879764,0.0352463066755191
"14","3518","Durham (RM)","35","Ontario","v_CA21_6087","28. Military science, leadership and operational art",3.58684174280336e-05,0.000150099037242981,-0.000114230619814947,0.238965006617395
